wav_filename|duration|transcript|transcript_mms|levenshtein|client_id|file_size|num_words
data_sr16k/sr16k_mono_0020-CP680_737.597-739.618.wav|2.021|o tablado. O que é o tablado?|o tablado. O que é o tablado?|0|9351|64750|7
data_sr16k/sr16k_mono_0063-CP623_695.201-699.263.wav|4.062|Agora, eh qual é a a resultante disso exatamente?|Agora, eh qual é a a resultante disso exatamente?|0|9351|130062|9
data_sr16k/sr16k_mono_0044-CP576_538.041-541.183.wav|3.142|Fala um pouquinho do seu livro e da sua postura nesse livro.|Fala um pouquinho do seu livro e da sua postura nesse livro.|0|9351|100622|12
data_sr16k/sr16k_mono_0019-CP714_227.112-231.415.wav|4.303|Muito bem, essa é a Ângela Abreu, autora do livro Mil Anos Menos cinquenta.|Muito bem, essa é a Ângela Abreu, autora do livro Mil Anos Menos cinquenta.|0|9351|137774|14
data_sr16k/sr16k_mono_0005-CP657_46.995-49.236.wav|2.241|Mais uma vez participando do Certas Palavras,|Mais uma vez participando do Certas Palavras,|0|9351|71790|7
data_sr16k/sr16k_mono_0014-CP690_203.45-205.971.wav|2.521|Para esse pessoal também existe curso específico?|Para esse pessoal também existe curso específico?|0|9351|80750|7
data_sr16k/sr16k_mono_0020-CP696_833.427-839.589.wav|6.162|Aí o Brasil entra na guerra e a de e os alemães bombardeiam alguns navios brasileiros aqui na nossa costa.|Aí o Brasil entra na guerra e a de e os alemães bombardeiam alguns navios brasileiros aqui na nossa costa.|0|9351|197262|20
data_sr16k/sr16k_mono_0039-CP698_540.658-544.679.wav|4.021|e depois que ele queima a bundinha, o final é a diversão dela.|e depois que ele queima a bundinha, o final é a diversão dela.|0|9351|128750|13
data_sr16k/sr16k_mono_0088-CP700_1460.1-1464.82.wav|4.72|teve a ideia e batalhou para que a Playboy tivesse um concusto um concurso literário.|teve a ideia e batalhou para que a Playboy tivesse um concusto um concurso literário.|0|9351|151118|15
data_sr16k/sr16k_mono_0095-CP726_1506.38-1514.6.wav|8.22|Não, eh, Cacá já está me informando que nós já estamos para lá de estourado, é que o outro livro era é um livro da área de estudo específico do...|Não, eh, Cacá já está me informando que nós já estamos para lá de estourado, é que o outro livro era é um livro da área de estudo específico do...|0|9351|263118|30
data_sr16k/sr16k_mono_0064-CP619_2581.71-2583.93.wav|2.22|enquanto secretários, enquanto secretária.|enquanto secretários, enquanto secretária.|0|9351|71118|4
data_sr16k/sr16k_mono_0059-CP678_1107.6-1111.02.wav|3.42|Seria exatamente o nosso grande parceiro seria exatamente... ou as Américas.|Seria exatamente o nosso grande parceiro seria exatamente... ou as Américas.|0|9351|109518|11
data_sr16k/sr16k_mono_0063-CP717_560.779-567.425.wav|6.646|Voltamos com Certas Palavras, o programa de livros e ideias da Cê Bê Ene Brasil.|Voltamos com Certas Palavras, o programa de livros e ideias da Cê Bê Ene Brasil.|0|9351|212750|15
data_sr16k/sr16k_mono_0050-CP697_1224.19-1227.75.wav|3.56|Você é um brasileiro normal, você lê com toda a tranquilidade do mundo.|Você é um brasileiro normal, você lê com toda a tranquilidade do mundo.|0|9351|113998|13
data_sr16k/sr16k_mono_0032-CP707_562.861-565.242.wav|2.381|Uma espécie de consultoria.|Uma espécie de consultoria.|0|9351|76270|4
data_sr16k/sr16k_mono_0035-CP651_1345.69-1349.16.wav|3.47|Quatro, qual é a sua avaliação desse tipo de raciocínio?|Quatro, qual é a sua avaliação desse tipo de raciocínio?|0|9351|111118|10
data_sr16k/sr16k_mono_0014-CP742_176.286-182.607.wav|6.321|Extermínio, prisões, conflitos de terra, trabalho escravo, massacre dos índios, violência contra a mulher.|Extermínio, prisões, conflitos de terra, trabalho escravo, massacre dos índios, violência contra a mulher.|0|9351|202350|14
data_sr16k/sr16k_mono_0002-CP670_34.276-37.058.wav|2.782|Boa noite aos ouvintes da cê bê ene Brasil.|Boa noite aos ouvintes da cê bê ene Brasil.|0|9351|89102|9
data_sr16k/sr16k_mono_0092-CP566_2423.15-2449.97.wav|26.82|Põe na frente da carta, programa Certas Palavras, Rua major Quedinho, número setenta e seis, sétimo andar, CEP zero dez cinquenta, centro, São Paulo, Rua major Quedinho, número setenta e seis, sétimo andar, CEP zero dez cinquenta, São Paulo, você faz um comentário eh a respeito da entrevista da Marta Suplicy, o que você gostou, o que você não gostou, você pode ganhar o livro Papai, mamãe e eu, da editora efe tê dê|Põe na frente da carta, programa Certas Palavras, Rua major Quedinho, número setenta e seis, sétimo andar, CEP zero dez cinquenta, centro, São Paulo, Rua major Quedinho, número setenta e seis, sétimo andar, CEP zero dez cinquenta, São Paulo, você faz um comentário eh a respeito da entrevista da Marta Suplicy, o que você gostou, o que você não gostou, você pode ganhar o livro Papai, mamãe e eu, da editora efe tê dê|0|9351|858318|74
data_sr16k/sr16k_mono_0066-CP513_970.887-978.872.wav|7.985|Se a sua preferência é poesia, nós temos o livro Rumor de Facas, do poeta Pedro Paulo de Sena Madureira.|Se a sua preferência é poesia, nós temos o livro Rumor de Facas, do poeta Pedro Paulo de Sena Madureira.|0|9351|255598|20
data_sr16k/sr16k_mono_0003-CP566_59.78-64.283.wav|4.503|ecológica de Chico Mendes, conhecido Chico Mendes, morto em mil novecentos.|ecológica de Chico Mendes, conhecido Chico Mendes, morto em mil novecentos.|0|9351|144174|11
data_sr16k/sr16k_mono_0007-CP646_191.005-194.508.wav|3.503|Antônio Luiz Mendes de Almeida, esse romance, o Diabo, vota em mim.|Antônio Luiz Mendes de Almeida, esse romance, o Diabo, vota em mim.|0|9351|112174|12
data_sr16k/sr16k_mono_0053-CP684_1211.07-1214.47.wav|3.4|E agora nós vamos falar mais de literatura internacional.|E agora nós vamos falar mais de literatura internacional.|0|9351|108878|9
data_sr16k/sr16k_mono_0065-CP747_980.332-984.453.wav|4.121|E é o espaço onde não pode haver violência, porque as fa as pessoas já estão lá. Exato|E é o espaço onde não pode haver violência, porque as fa as pessoas já estão lá. Exato|0|9351|131950|18
data_sr16k/sr16k_mono_0023-CP695_957.761-960.382.wav|2.621|Em um minuto, qual qual era a característica do Pasquim?|Em um minuto, qual qual era a característica do Pasquim?|0|9351|83950|10
data_sr16k/sr16k_mono_0049-CP513_868.611-872.173.wav|3.562|É o Meno Male, do Juca de Oliveira.|É o Meno Male, do Juca de Oliveira.|0|9351|114062|8
data_sr16k/sr16k_mono_0128-CP572_1061.2-1063.34.wav|2.14|Quer dizer, o Brasil tinha que passar por isso de qualquer jeito?|Quer dizer, o Brasil tinha que passar por isso de qualquer jeito?|0|9351|68558|12
data_sr16k/sr16k_mono_0077-CP576_1419.75-1426.13.wav|6.38|E do ponto de vista da Helena Salem, o que realmente foi radical em termos de mudança quando você chegou no Oriente, Helena?|E do ponto de vista da Helena Salem, o que realmente foi radical em termos de mudança quando você chegou no Oriente, Helena?|0|9351|204238|23
data_sr16k/sr16k_mono_0018-CP555_593.508-602.495.wav|8.987|Essa maravilha, isso daqui é uma maravilha mundial, é o mais importante, isso que você organizou, é o mais importante livro sobre futebol do mundo.|Essa maravilha, isso daqui é uma maravilha mundial, é o mais importante, isso que você organizou, é o mais importante livro sobre futebol do mundo.|0|9351|287662|25
data_sr16k/sr16k_mono_0051-CP711_681.89-683.931.wav|2.041|Mas o povo mesmo tem uma capacidade,|Mas o povo mesmo tem uma capacidade,|0|9351|65390|7
data_sr16k/sr16k_mono_0012-CP544_101.163-103.503.wav|2.34|Jorge Vasconcelos tem um recado.|Jorge Vasconcelos tem um recado.|0|9351|74958|5
data_sr16k/sr16k_mono_0094-CP716_976.44-982.667.wav|6.227|E o pois não Ivana pode falar eu ia perguntar, a Ivana quer agradecer à uma pessoa, pode agradecer|E o pois não Ivana pode falar eu ia perguntar, a Ivana quer agradecer à uma pessoa, pode agradecer|0|9351|199342|19
data_sr16k/sr16k_mono_0076-CP547_1596.01-1610.73.wav|14.72|últi última pergunta para os dois, rapidamente, uma resposta rápida êh, que sempre é bom é boa bom de ser feita essa, levantar essa questão, sempre é bom, que é o seguinte, nada disso impede que a pessoa que que escreveu o livro escreva seu segundo livro.|últi última pergunta para os dois, rapidamente, uma resposta rápida êh, que sempre é bom é boa bom de ser feita essa, levantar essa questão, sempre é bom, que é o seguinte, nada disso impede que a pessoa que que escreveu o livro escreva seu segundo livro.|0|9351|471118|47
data_sr16k/sr16k_mono_0018-CP553_879.234-882.786.wav|3.552|Mas aqui, no Certas Palavras de hoje, o programa de livros e ideias...|Mas aqui, no Certas Palavras de hoje, o programa de livros e ideias...|0|9351|113742|13
data_sr16k/sr16k_mono_0045-CP680_1584.38-1606.27.wav|21.89|Maria Clara, você sabe que, uma digamos assim, um um um acontecimento importante ou acontecimentos importantes hoje no Brasil, digamos assim, são as pessoas eh se unirem ou realizarem algum trabalho, para parece estúpido, parece eh incoerência, parece sonho dizer isso, mas para salvar as crianças do Brasil.|Maria Clara, você sabe que, uma digamos assim, um um um acontecimento importante ou acontecimentos importantes hoje no Brasil, digamos assim, são as pessoas eh se unirem ou realizarem algum trabalho, para parece estúpido, parece eh incoerência, parece sonho dizer isso, mas para salvar as crianças do Brasil.|0|9351|700558|48
data_sr16k/sr16k_mono_0089-CP623_954.613-959.517.wav|4.904|O livro Eros, Tecelão de Mitos, do Joaquim Brasil Fontes, tem cerca de quinhentas e oitenta páginas.|O livro Eros, Tecelão de Mitos, do Joaquim Brasil Fontes, tem cerca de quinhentas e oitenta páginas.|0|9351|157006|17
data_sr16k/sr16k_mono_0051-CP746_1521.99-1524.41.wav|2.42|Bom, a pergunta que eu te faço é exatamente essa.|Bom, a pergunta que eu te faço é exatamente essa.|0|9351|77518|10
data_sr16k/sr16k_mono_0008-CP665_56.297-59.761.wav|3.464|meio ambiente e formação de professores.|meio ambiente e formação de professores.|0|9351|110926|6
data_sr16k/sr16k_mono_0010-CP555_151.893-163.742.wav|11.849|Toda a obra de Nelson Rodrigues para a Companhia das Letras vem falar de mais uma obra importantíssima, eu diria, a obra mais importante lançada no Brasil este ano.|Toda a obra de Nelson Rodrigues para a Companhia das Letras vem falar de mais uma obra importantíssima, eu diria, a obra mais importante lançada no Brasil este ano.|0|9351|379246|29
data_sr16k/sr16k_mono_0049-CP658_1651.84-1656.15.wav|4.31|Como é que pode acontecer uma cidade do Brasil não apoiar as pessoas...|Como é que pode acontecer uma cidade do Brasil não apoiar as pessoas...|0|9351|137998|13
data_sr16k/sr16k_mono_0036-CP659_1429.17-1435.65.wav|6.48|Convivia socialmente com o Garrincha, convivia socialmente até com as namoradas do Garrincha, né que iam procurar o Paulo Amaral.|Convivia socialmente com o Garrincha, convivia socialmente até com as namoradas do Garrincha, né que iam procurar o Paulo Amaral.|0|9351|207438|20
data_sr16k/sr16k_mono_0060-CP716_562.203-569.268.wav|7.065|Voltamos com Certas Palavras, o programa de livros e ideias da cê bê ene Brasil.|Voltamos com Certas Palavras, o programa de livros e ideias da cê bê ene Brasil.|0|9351|226158|15
data_sr16k/sr16k_mono_0078-CP623_848.077-853.459.wav|5.382|É necessário profanar o sagrado para que a palavra poética surja.|É necessário profanar o sagrado para que a palavra poética surja.|0|9351|172302|11
data_sr16k/sr16k_mono_0099-CP716_1034.98-1045.03.wav|10.05|Rodrigo Lacerda, Ângela Abreu e Cláudio Silag, um historiador e dois jornalistas, são os os vencedores do prêmio Caixa Econômica Federal.|Rodrigo Lacerda, Ângela Abreu e Cláudio Silag, um historiador e dois jornalistas, são os os vencedores do prêmio Caixa Econômica Federal.|0|9351|321678|21
data_sr16k/sr16k_mono_0016-CP649_793.358-795.979.wav|2.621|Leva a gente de nome de perfume. Mas aí|Leva a gente de nome de perfume. Mas aí|0|9351|83950|9
data_sr16k/sr16k_mono_0068-CP719_1381.41-1390.19.wav|8.78|o subcomandante Marcos, ele escreve, quando dá posse do Zedillo, uma carta para o Zedillo e você destaca uma frase que eu acho surpreendente essa frase.|o subcomandante Marcos, ele escreve, quando dá posse do Zedillo, uma carta para o Zedillo e você destaca uma frase que eu acho surpreendente essa frase.|0|9351|281038|26
data_sr16k/sr16k_mono_0029-CP690_655.17-661.752.wav|6.582|No no caso da Venda do Mercosul, digamos, são livros de todas as áreas, ficção, eh poesia, livros técnicos.|No no caso da Venda do Mercosul, digamos, são livros de todas as áreas, ficção, eh poesia, livros técnicos.|0|9351|210702|19
data_sr16k/sr16k_mono_0009-CP699_96.985-102.269.wav|5.284|Agora, qual é a, digamos assim, a originalidade eh desse seu livro? Bom|Agora, qual é a, digamos assim, a originalidade eh desse seu livro? Bom|0|9351|169166|13
data_sr16k/sr16k_mono_0010-CP662_1379.5-1407.65.wav|28.15|Muito bem o o Keila, está também na linha, telefonou para gente em função da da excelência da sua entrevista, e com certeza pela originalidade da sua tese o escritor, jornalista e acadêmico Arnaldo Niskier parece que ele tem uma consideração a fazer sobre o seu livro, eh Arnaldo Niskier boa tarde... Boa tarde, eu eu estou fazendo hoje o que faço todo sábado que é ouvir vocês... Ah muito obrigado... Eu acho também eh se você me der só um segundinho|Muito bem o o Keila, está também na linha, telefonou para gente em função da da excelência da sua entrevista, e com certeza pela originalidade da sua tese o escritor, jornalista e acadêmico Arnaldo Niskier parece que ele tem uma consideração a fazer sobre o seu livro, eh Arnaldo Niskier boa tarde... Boa tarde, eu eu estou fazendo hoje o que faço todo sábado que é ouvir vocês... Ah muito obrigado... Eu acho também eh se você me der só um segundinho|0|9351|900878|82
data_sr16k/sr16k_mono_0006-CP619_40.164-48.01.wav|7.846|Estão aqui com a gente os secretários Municipal e Estadual de Cultura, escritores Marilena Chauí e Fernando Moraes.|Estão aqui com a gente os secretários Municipal e Estadual de Cultura, escritores Marilena Chauí e Fernando Moraes.|0|9351|251150|18
data_sr16k/sr16k_mono_0028-CP015_445.234-447.535.wav|4.602|Saber qual é a moral da história, né?|Saber qual é a moral da história, né?|0|9351|147342|8
data_sr16k/sr16k_mono_0017-CP696_814.681-821.223.wav|6.542|O senhor o senhor tem lembrança do dia em que em que foi decretada a prisão do dos alemães?|O senhor o senhor tem lembrança do dia em que em que foi decretada a prisão do dos alemães?|0|9351|209422|19
data_sr16k/sr16k_mono_0013-CP695_172.068-175.933.wav|3.865|Porque hoje nós vamos falar do livro Imprensa Alternativa.|Porque hoje nós vamos falar do livro Imprensa Alternativa.|0|9351|123758|9
data_sr16k/sr16k_mono_0044-CP572_1622.1-1627.44.wav|5.34|Eu começaria pelo fundo dessa questão do Carlos Alberto, que é a seguinte, por que você escreve?|Eu começaria pelo fundo dessa questão do Carlos Alberto, que é a seguinte, por que você escreve?|0|9351|170958|17
data_sr16k/sr16k_mono_0005-CP552_71.702-76.026.wav|4.324|Hoje, com muito prazer, nós recebemos o jornalista, escritor,|Hoje, com muito prazer, nós recebemos o jornalista, escritor,|0|9351|138446|9
data_sr16k/sr16k_mono_0076-CP717_773.338-779.76.wav|6.422|Esse, por exemplo, o livro o Napoleão, do do Stendhal, é um, você fez uma edição de primeira.|Esse, por exemplo, o livro o Napoleão, do do Stendhal, é um, você fez uma edição de primeira.|0|9351|205582|18
data_sr16k/sr16k_mono_0057-CP649_1518.84-1521.62.wav|2.78|dava a preeleição técnica para dez jogadores.|dava a preeleição técnica para dez jogadores.|0|9351|89038|7
data_sr16k/sr16k_mono_0028-CP684_568.636-574.564.wav|5.928|Um pouquinho de jornalista, crítica literária, que recentemente na Alemanha lançou o livro Ficções Brasileiras.|Um pouquinho de jornalista, crítica literária, que recentemente na Alemanha lançou o livro Ficções Brasileiras.|0|9351|189774|15
data_sr16k/sr16k_mono_0008-CP742_43.1-48.848.wav|5.748|E agora, pela editora Companhia das Letras, sai com mais um livro, mais uma obra.|E agora, pela editora Companhia das Letras, sai com mais um livro, mais uma obra.|0|9351|184014|15
data_sr16k/sr16k_mono_0066-CP566_214.197-238.075.wav|23.878|Principalmente na década de oitenta, nós já dissemos, através do programa tê vê mulher, da rede Globo e trabalhou também, durante um ano, na tê vê Manchete, a Marta tem seis livros, todos na área da sexualidade educação sexual e condição da mulher, condição feminina, e agora sai com este Papai, mamãe e eu, lançamento da editora efe tê dê|Principalmente na década de oitenta, nós já dissemos, através do programa tê vê mulher, da rede Globo e trabalhou também, durante um ano, na tê vê Manchete, a Marta tem seis livros, todos na área da sexualidade educação sexual e condição da mulher, condição feminina, e agora sai com este Papai, mamãe e eu, lançamento da editora efe tê dê|0|9351|764174|60
data_sr16k/sr16k_mono_0037-CP563_919.644-927.335.wav|7.691|Agora, uh, né nesse momento da da que você revisitou esses lugares todos através da sua escrita, isso que eu queria saber, como é que você se sentiu?|Agora, uh, né nesse momento da da que você revisitou esses lugares todos através da sua escrita, isso que eu queria saber, como é que você se sentiu?|0|9351|246190|28
data_sr16k/sr16k_mono_0105-CP606_1373.36-1379.34.wav|5.98|Então aí os teatros cheios novamente, você para conseguir uma vaga é difícil, shows, esse tipo de coisa.|Então aí os teatros cheios novamente, você para conseguir uma vaga é difícil, shows, esse tipo de coisa.|0|9351|191438|18
data_sr16k/sr16k_mono_0080-CP707_1438.7-1444.92.wav|6.22|Tem algum ponto que chame a atenção, um ponto que talvez seja eh comum ou incomum?|Tem algum ponto que chame a atenção, um ponto que talvez seja eh comum ou incomum?|0|9351|199118|16
data_sr16k/sr16k_mono_0013-CP002_176.83-184.376.wav|15.092|que tem como objetivo aproximar o escritor brasileiro do seu público leitor, além de aumentar o número de frequentadores das bibliotecas.|que tem como objetivo aproximar o escritor brasileiro do seu público leitor, além de aumentar o número de frequentadores das bibliotecas.|0|9351|483022|21
data_sr16k/sr16k_mono_0045-CP659_1465.08-1467.42.wav|2.34|Essa história já saiu um milhão de vezes né.|Essa história já saiu um milhão de vezes né.|0|9351|74958|9
data_sr16k/sr16k_mono_0069-CP566_907.692-934.321.wav|26.629|Papai, Mamãe e Eu, o eu no eh caso seria o seu filho, seu filho uma vez que Marta Suplicy que conversa com a gente está agora com essa obra, eh em duas partes a gente pode chamar assim, que é uma uma uma parte mais com o livro especificamente, e a outra parte como ela já diz que são as pranchas, com os desenhos, com as indagações e com explicações|Papai, Mamãe e Eu, o eu no eh caso seria o seu filho, seu filho uma vez que Marta Suplicy que conversa com a gente está agora com essa obra, eh em duas partes a gente pode chamar assim, que é uma uma uma parte mais com o livro especificamente, e a outra parte como ela já diz que são as pranchas, com os desenhos, com as indagações e com explicações|0|9351|852206|71
data_sr16k/sr16k_mono_0086-CP551_1379.26-1384.05.wav|4.79|eh marca registrada e seus programas ancorados lá mesmo, em Belo Horizonte|eh marca registrada e seus programas ancorados lá mesmo, em Belo Horizonte|0|9351|153358|12
data_sr16k/sr16k_mono_0031-CP517_505.4-513.525.wav|8.125|Agora, Tota, em termos de linguagem, quer dizer, qual era a característica dessa fase nascente do rádio em São Paulo?|Agora, Tota, em termos de linguagem, quer dizer, qual era a característica dessa fase nascente do rádio em São Paulo?|0|9351|260078|20
data_sr16k/sr16k_mono_0012-CP726_100.65-109.314.wav|8.664|né Aí você se coloca como escritor, evidentemente em uma outra editora, em função de questões éticas até né, eh, eh.|né Aí você se coloca como escritor, evidentemente em uma outra editora, em função de questões éticas até né, eh, eh.|0|9351|277326|21
data_sr16k/sr16k_mono_0061-CP566_60.415-87.938.wav|27.523|Você já sabe, de Marta Suplicy, formada em psicologia, em psicanálise, e que durante a década de oitenta, principalmente, ficou muito conhecida do público pelos programas diários do qual ela participava, principalmente te vê mulher, na tê vê Globo, é autora de seis livros, vendeu aí mais de duzentos mil exemplares e que agora está com um novo trabalho na praça, trata-se de Papai, Mamãe e Eu|Você já sabe, de Marta Suplicy, formada em psicologia, em psicanálise, e que durante a década de oitenta, principalmente, ficou muito conhecida do público pelos programas diários do qual ela participava, principalmente te vê mulher, na tê vê Globo, é autora de seis livros, vendeu aí mais de duzentos mil exemplares e que agora está com um novo trabalho na praça, trata-se de Papai, Mamãe e Eu|0|9351|880814|67
data_sr16k/sr16k_mono_0021-CP519_148.311-153.156.wav|4.845|Número setenta e seis, sétimo andar, CEP zero dez cinquenta.|Número setenta e seis, sétimo andar, CEP zero dez cinquenta.|0|9351|155118|10
data_sr16k/sr16k_mono_0058-CP650_1021.17-1028.01.wav|6.84|Recentemente um publicitário foi morto porque quis apartar uma briga, um garoto de dezoito anos, filho de um médico, com atira no coração.|Recentemente um publicitário foi morto porque quis apartar uma briga, um garoto de dezoito anos, filho de um médico, com atira no coração.|0|9351|218958|23
data_sr16k/sr16k_mono_0073-CP549_1659.77-1666.59.wav|6.82|Agora, pelo menos de um ano para cá é, tem saído muita coisa sobre o Brasil colônia, que o que não era normal. Tá|Agora, pelo menos de um ano para cá é, tem saído muita coisa sobre o Brasil colônia, que o que não era normal. Tá|0|9351|218318|24
data_sr16k/sr16k_mono_0058-CP546_1407.02-1409.34.wav|2.32|Polonês e o Romeiro Brasileiro éh.|Polonês e o Romeiro Brasileiro éh.|0|9351|74318|6
data_sr16k/sr16k_mono_0066-CP725_1091.27-1097.01.wav|5.74|Você que corre o Brasil, eh vende muito, mas isso está tendo alguma influência para o país?|Você que corre o Brasil, eh vende muito, mas isso está tendo alguma influência para o país?|0|9351|183758|17
data_sr16k/sr16k_mono_0031-CP723_674.153-678.594.wav|4.441|Para você, é a grande revolução do final do século? eh|Para você, é a grande revolução do final do século? eh|0|9351|142190|11
data_sr16k/sr16k_mono_0030-CP557_35.775-49.243.wav|13.468|E o Certas Palavras de hoje, muito especial, porque temos, evidentemente, uma das maiores festas do Brasil, a festa do livro da sexta Bienal Internacional do Livro do Rio de Janeiro, que acontece no Rio Centro.|E o Certas Palavras de hoje, muito especial, porque temos, evidentemente, uma das maiores festas do Brasil, a festa do livro da sexta Bienal Internacional do Livro do Rio de Janeiro, que acontece no Rio Centro.|0|9351|431054|36
data_sr16k/sr16k_mono_0045-CP702_1033.16-1042.86.wav|9.7|Ah se não me engano, a pref quando prefeito Erundina, ela criou, era organizada pelo PRODAN, se não me engano, aquele projeto eh Gênesis.|Ah se não me engano, a pref quando prefeito Erundina, ela criou, era organizada pelo PRODAN, se não me engano, aquele projeto eh Gênesis.|0|9351|310478|24
data_sr16k/sr16k_mono_0050-CP572_1717.27-1720.16.wav|2.89|Agora, e por que publicar em português?|Agora, e por que publicar em português?|0|9351|92558|7
data_sr16k/sr16k_mono_0047-CP677_1506.49-1508.55.wav|2.06|Reuniões da ONU e coisas que tais.|Reuniões da ONU e coisas que tais.|0|9351|65998|7
data_sr16k/sr16k_mono_0026-CP708_770.845-774.626.wav|3.781|É por isso, Flora, que eu pedi para falar do livro era nesse sentido... nesse sentido|É por isso, Flora, que eu pedi para falar do livro era nesse sentido... nesse sentido|0|9351|121070|16
data_sr16k/sr16k_mono_0056-CP692_993.126-998.868.wav|5.742|Cada um seu saci, todo mundo respeita e não tem vergonha né...|Cada um seu saci, todo mundo respeita e não tem vergonha né...|0|9351|183822|12
data_sr16k/sr16k_mono_0050-CP695_1472.89-1477.67.wav|4.78|Não é não é exatamente completa, mas ahh eu acho que cerca dos cem primeiros nomes estão encadernados.|Não é não é exatamente completa, mas ahh eu acho que cerca dos cem primeiros nomes estão encadernados.|0|9351|153038|18
data_sr16k/sr16k_mono_0012-CP687_68.99-79.392.wav|10.402|Vamos começar, eu acho que a gente vai dar um destaquezinho um pouquinho maior só para esse esse trabalho, esse livro, Trabalho e Vadiagem, a Origem do Trabalho Livre no Brasil.|Vamos começar, eu acho que a gente vai dar um destaquezinho um pouquinho maior só para esse esse trabalho, esse livro, Trabalho e Vadiagem, a Origem do Trabalho Livre no Brasil.|0|9351|332942|31
data_sr16k/sr16k_mono_0036-CP644_673.603-676.424.wav|2.821|Quer que que que passe de mágica|Quer que que que passe de mágica|0|9351|90350|7
data_sr16k/sr16k_mono_0023-CP671_390.748-399.634.wav|8.886|Alguns alguns livros importantes eh naufragam, ou pelo menos não tem o espaço que merecem ter, em função de títulos, né.|Alguns alguns livros importantes eh naufragam, ou pelo menos não tem o espaço que merecem ter, em função de títulos, né.|0|9351|284430|21
data_sr16k/sr16k_mono_0110-CP576_612.521-614.743.wav|2.222|E se houve algum choque na sua volta?|E se houve algum choque na sua volta?|0|9351|71182|8
